rank,song,artist,last-week,peak-rank,weeks-on-board,date
39,My First Love,Avant Featuring KeKe Wyatt,43,39,5,2000-12-02
40,Beautiful Day,U2,44,40,9,2000-12-02
41,Without You,Dixie Chicks,46,41,9,2000-12-02
42,911,Wyclef Jean Featuring Mary J. Blige,38,38,9,2000-12-02
43,Liar,Profyle,35,14,12,2000-12-02
44,Just Friends (Sunny),Musiq,52,44,8,2000-12-02
45,The Little Girl,John Michael Montgomery,42,35,13,2000-12-02
46,Born To Fly,Sara Evans,51,46,7,2000-12-02
47,I Lost It,Kenny Chesney,53,47,7,2000-12-02
48,Again,Lenny Kravitz,59,48,3,2000-12-02
49,Higher,Creed,50,7,57,2000-12-02
50,www.memory,Alan Jackson,54,50,5,2000-12-02
51,Stan,Eminem Featuring Dido,57,51,5,2000-12-02
52,Feels Like Love,Vince Gill,55,52,14,2000-12-02
53,Hemorrhage (In My Hands),Fuel,62,53,6,2000-12-02
54,Girls Dem Sugar,Beenie Man Featuring Mya,63,54,7,2000-12-02
55,Loser,3 Doors Down,65,55,7,2000-12-02
56,Go On,George Strait,56,40,15,2000-12-02
57,Last Resort,Papa Roach,64,57,19,2000-12-02
58,Tell Her,Lonestar,66,58,3,2000-12-02
59,Open My Heart,Yolanda Adams,67,57,15,2000-12-02
60,No More (Baby I'ma Do Right),3LW,70,60,5,2000-12-02
61,It's My Life,Bon Jovi,58,33,17,2000-12-02
62,Pop Ya Collar,Usher,60,60,5,2000-12-02
63,Emotional,Carl Thomas,77,63,2,2000-12-02
64,You Should've Told Me,Kelly Price,68,64,11,2000-12-02
65,So In Love With Two,Mikaila,96,65,2,2000-12-02
66,Rollin',Limp Bizkit,72,66,4,2000-12-02
67,Give Me Just One Night (Una Noche),98 Degrees,47,2,16,2000-12-02
68,If I Am,Nine Days,,68,1,2000-12-02
69,Bounce With Me,Lil Bow Wow Featuring Xscape,61,20,16,2000-12-02
70,Stronger,Britney Spears,,70,1,2000-12-02
71,Original Prankster,The Offspring,74,71,2,2000-12-02
72,That's The Kind Of Mood I'm In,Patty Loveless,71,71,12,2000-12-02
73,Babylon,David Gray,,73,1,2000-12-02
74,My Baby You,Marc Anthony,73,70,12,2000-12-02
75,How Many Licks?,Lil' Kim Featuring Sisqo,79,75,2,2000-12-02
76,My Love Goes On And On,Chris Cagle,83,76,7,2000-12-02
77,Burn,Jo Dee Messina,,77,1,2000-12-02
78,Kiss This,Aaron Tippin,69,42,15,2000-12-02
79,Can't Fight The Moonlight,LeAnn Rimes,76,71,13,2000-12-02
80,You Won't Be Lonely Now,Billy Ray Cyrus,80,80,11,2000-12-02
81,Meanwhile Back At The Ranch,The Clark Family Experience,86,81,3,2000-12-02
82,Bow Wow (That's My Name),Lil Bow Wow,97,82,2,2000-12-02
83,Straight Up,Chante Moore,85,83,6,2000-12-02
84,Who Let The Dogs Out,Baha Men,78,40,20,2000-12-02
85,That Other Woman,Changing Faces,75,64,10,2000-12-02
86,The Itch,Vitamin C,,86,1,2000-12-02
87,What Means The World To You,Cam'ron,88,83,8,2000-12-02
88,Bad Boyz,Shyne Featuring Barrington Levy,81,57,13,2000-12-02
89,Just Be A Man About It,Toni Braxton,84,32,19,2000-12-02
90,Oklahoma,Billy Gilman,91,90,4,2000-12-02
91,Do You,Funkmaster Flex Featuring DMX,95,91,4,2000-12-02
92,There You Are,Martina McBride,82,60,13,2000-12-02
93,The Light,Common,93,44,18,2000-12-02
94,South Side,Moby Featuring Gwen Stefani,,94,1,2000-12-02
95,Summer Rain,Carl Thomas,94,80,11,2000-12-02
96,Sleepwalker,The Wallflowers,90,73,6,2000-12-02
97,Californication,Red Hot Chili Peppers,89,69,19,2000-12-02
98,Spanish Guitar,Toni Braxton,,98,1,2000-12-02
99,Where I Wanna Be,Damizza Presents Shade Sheist Featuring Nate Dogg & Kurupt,99,95,4,2000-12-02
100,Aaron's Party (Come Get It),Aaron Carter,92,35,15,2000-12-02
1,Independent Women Part I,Destiny's Child,1,1,10,2000-11-25
2,With Arms Wide Open,Creed,2,1,29,2000-11-25
3,Kryptonite,3 Doors Down,3,3,34,2000-11-25
4,Most Girls,P!nk,5,4,16,2000-11-25
5,Gotta Tell You,Samantha Mumba,6,5,12,2000-11-25
6,This I Promise You,'N Sync,7,6,9,2000-11-25
7,Case Of The Ex (Whatcha Gonna Do),Mya,9,7,15,2000-11-25
8,Music,Madonna,4,1,16,2000-11-25
9,The Way You Love Me,Faith Hill,10,9,30,2000-11-25
10,Shape Of My Heart,Backstreet Boys,12,10,7,2000-11-25
11,Between Me And You,Ja Rule Featuring Christina Milian,11,11,11,2000-11-25
12,Come On Over Baby (All I Want Is You),Christina Aguilera,8,1,17,2000-11-25
13,She Bangs,Ricky Martin,13,13,8,2000-11-25
14,Dance With Me,Debelah Morgan,14,14,18,2000-11-25
15,Pinch Me,Barenaked Ladies,16,15,12,2000-11-25
16,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",30,16,4,2000-11-25
17,E.I.,Nelly,22,17,8,2000-11-25
18,He Loves U Not,Dream,27,18,9,2000-11-25
19,Shake Ya Ass,Mystikal,17,13,16,2000-11-25
20,I Wish,R. Kelly,18,18,9,2000-11-25
21,If You're Gone,matchbox twenty,29,21,6,2000-11-25
22,No More,Ruff Endz,19,5,22,2000-11-25
23,I Just Wanna Love U (Give It 2 Me),JAY-Z,26,23,5,2000-11-25
24,"Jumpin', Jumpin'",Destiny's Child,15,3,29,2000-11-25
25,Incomplete,Sisqo,20,1,23,2000-11-25
26,Bag Lady,Erykah Badu,21,6,15,2000-11-25
27,Ms. Jackson,OutKast,35,27,3,2000-11-25
28,Best Of Intentions,Travis Tritt,28,28,15,2000-11-25
29,Bent,matchbox twenty,24,1,31,2000-11-25
30,What's Your Fantasy,Ludacris Featuring Shawnna,32,30,9,2000-11-25
31,Don't Think I'm Not,Kandi,31,24,17,2000-11-25
32,You're A God,Vertical Horizon,25,23,14,2000-11-25
33,(Hot S**t) Country Grammar,Nelly,23,7,31,2000-11-25
34,Faded,SoulDecision Featuring Thrust,34,22,21,2000-11-25
35,Liar,Profyle,33,14,11,2000-11-25
36,Just Another Day In Paradise,Phil Vassar,38,36,9,2000-11-25
37,Crazy For This Girl,Evan And Jaron,44,37,4,2000-11-25
38,911,Wyclef Jean Featuring Mary J. Blige,43,38,8,2000-11-25
39,We Danced,Brad Paisley,42,39,7,2000-11-25
40,My Next Thirty Years,Tim McGraw,46,40,6,2000-11-25
41,Doesn't Really Matter,Janet,40,1,24,2000-11-25
42,The Little Girl,John Michael Montgomery,37,35,12,2000-11-25
43,My First Love,Avant Featuring KeKe Wyatt,56,43,4,2000-11-25
44,Beautiful Day,U2,47,44,8,2000-11-25
45,Wonderful,Everclear,39,11,21,2000-11-25
46,Without You,Dixie Chicks,48,46,8,2000-11-25
47,Give Me Just One Night (Una Noche),98 Degrees,36,2,15,2000-11-25
48,He Wasn't Man Enough,Toni Braxton,41,2,37,2000-11-25
49,Back Here,BBMak,45,13,31,2000-11-25
50,Higher,Creed,50,7,56,2000-11-25
51,Born To Fly,Sara Evans,55,51,6,2000-11-25
52,Just Friends (Sunny),Musiq,54,52,7,2000-11-25
53,I Lost It,Kenny Chesney,58,53,6,2000-11-25
54,www.memory,Alan Jackson,59,54,4,2000-11-25
55,Feels Like Love,Vince Gill,52,52,13,2000-11-25
56,Go On,George Strait,49,40,14,2000-11-25
57,Stan,Eminem Featuring Dido,57,57,4,2000-11-25
58,It's My Life,Bon Jovi,51,33,16,2000-11-25
59,Again,Lenny Kravitz,72,59,2,2000-11-25
60,Pop Ya Collar,Usher,60,60,4,2000-11-25
61,Bounce With Me,Lil Bow Wow Featuring Xscape,53,20,15,2000-11-25
62,Hemorrhage (In My Hands),Fuel,69,62,5,2000-11-25
63,Girls Dem Sugar,Beenie Man Featuring Mya,62,56,6,2000-11-25
64,Last Resort,Papa Roach,64,60,18,2000-11-25
65,Loser,3 Doors Down,67,65,6,2000-11-25
66,Tell Her,Lonestar,75,66,2,2000-11-25
67,Open My Heart,Yolanda Adams,61,57,14,2000-11-25
68,You Should've Told Me,Kelly Price,70,68,10,2000-11-25
69,Kiss This,Aaron Tippin,68,42,14,2000-11-25
70,No More (Baby I'ma Do Right),3LW,81,70,4,2000-11-25
71,That's The Kind Of Mood I'm In,Patty Loveless,71,71,11,2000-11-25
72,Rollin',Limp Bizkit,73,72,3,2000-11-25
73,My Baby You,Marc Anthony,76,70,11,2000-11-25
74,Original Prankster,The Offspring,,74,1,2000-11-25
75,That Other Woman,Changing Faces,66,64,9,2000-11-25
76,Can't Fight The Moonlight,LeAnn Rimes,77,71,12,2000-11-25
77,Emotional,Carl Thomas,,77,1,2000-11-25
78,Who Let The Dogs Out,Baha Men,65,40,19,2000-11-25
79,How Many Licks?,Lil' Kim Featuring Sisqo,,79,1,2000-11-25
80,You Won't Be Lonely Now,Billy Ray Cyrus,82,80,10,2000-11-25
81,Bad Boyz,Shyne Featuring Barrington Levy,74,57,12,2000-11-25
82,There You Are,Martina McBride,63,60,12,2000-11-25
83,My Love Goes On And On,Chris Cagle,84,83,6,2000-11-25
84,Just Be A Man About It,Toni Braxton,79,32,18,2000-11-25
85,Straight Up,Chante Moore,90,85,5,2000-11-25
86,Meanwhile Back At The Ranch,The Clark Family Experience,87,86,2,2000-11-25
87,I Will...But,SHeDAISY,85,43,20,2000-11-25
88,What Means The World To You,Cam'ron,83,83,7,2000-11-25
89,Californication,Red Hot Chili Peppers,78,69,18,2000-11-25
90,Sleepwalker,The Wallflowers,80,73,5,2000-11-25
91,Oklahoma,Billy Gilman,91,91,3,2000-11-25
92,Aaron's Party (Come Get It),Aaron Carter,86,35,14,2000-11-25
93,The Light,Common,89,44,17,2000-11-25
94,Summer Rain,Carl Thomas,88,80,10,2000-11-25
95,Do You,Funkmaster Flex Featuring DMX,92,92,3,2000-11-25
96,So In Love With Two,Mikaila,,96,1,2000-11-25
97,Bow Wow (That's My Name),Lil Bow Wow,,97,1,2000-11-25
98,Change Your Mind,Sister Hazel,96,59,20,2000-11-25
99,Where I Wanna Be,Damizza Presents Shade Sheist Featuring Nate Dogg & Kurupt,95,95,3,2000-11-25
100,Treat Her Like A Lady,Joe,99,63,17,2000-11-25
1,Independent Women Part I,Destiny's Child,5,1,9,2000-11-18
2,With Arms Wide Open,Creed,1,1,28,2000-11-18
3,Kryptonite,3 Doors Down,3,3,33,2000-11-18
4,Music,Madonna,2,1,15,2000-11-18
5,Most Girls,P!nk,6,5,15,2000-11-18
6,Gotta Tell You,Samantha Mumba,8,6,11,2000-11-18
7,This I Promise You,'N Sync,7,6,8,2000-11-18
8,Come On Over Baby (All I Want Is You),Christina Aguilera,4,1,16,2000-11-18
9,Case Of The Ex (Whatcha Gonna Do),Mya,9,9,14,2000-11-18
10,The Way You Love Me,Faith Hill,11,10,29,2000-11-18
11,Between Me And You,Ja Rule Featuring Christina Milian,14,11,10,2000-11-18
12,Shape Of My Heart,Backstreet Boys,12,12,6,2000-11-18
13,She Bangs,Ricky Martin,16,13,7,2000-11-18
14,Dance With Me,Debelah Morgan,21,14,17,2000-11-18
15,"Jumpin', Jumpin'",Destiny's Child,10,3,28,2000-11-18
16,Pinch Me,Barenaked Ladies,25,16,11,2000-11-18
17,Shake Ya Ass,Mystikal,13,13,15,2000-11-18
18,I Wish,R. Kelly,22,18,8,2000-11-18
19,No More,Ruff Endz,18,5,21,2000-11-18
20,Incomplete,Sisqo,17,1,22,2000-11-18
21,Bag Lady,Erykah Badu,15,6,14,2000-11-18
22,E.I.,Nelly,26,22,7,2000-11-18
23,(Hot S**t) Country Grammar,Nelly,19,7,30,2000-11-18
24,Bent,matchbox twenty,20,1,30,2000-11-18
25,You're A God,Vertical Horizon,23,23,13,2000-11-18
26,I Just Wanna Love U (Give It 2 Me),JAY-Z,35,26,4,2000-11-18
27,He Loves U Not,Dream,32,27,8,2000-11-18
28,Best Of Intentions,Travis Tritt,28,28,14,2000-11-18
29,If You're Gone,matchbox twenty,30,29,5,2000-11-18
30,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",39,30,3,2000-11-18
31,Don't Think I'm Not,Kandi,27,24,16,2000-11-18
32,What's Your Fantasy,Ludacris Featuring Shawnna,33,32,8,2000-11-18
33,Liar,Profyle,24,14,10,2000-11-18
34,Faded,SoulDecision Featuring Thrust,31,22,20,2000-11-18
35,Ms. Jackson,OutKast,55,35,2,2000-11-18
36,Give Me Just One Night (Una Noche),98 Degrees,29,2,14,2000-11-18
37,The Little Girl,John Michael Montgomery,38,35,11,2000-11-18
38,Just Another Day In Paradise,Phil Vassar,43,38,8,2000-11-18
39,Wonderful,Everclear,36,11,20,2000-11-18
40,Doesn't Really Matter,Janet,37,1,23,2000-11-18
41,He Wasn't Man Enough,Toni Braxton,34,2,36,2000-11-18
42,We Danced,Brad Paisley,45,42,6,2000-11-18
43,911,Wyclef Jean Featuring Mary J. Blige,48,43,7,2000-11-18
44,Crazy For This Girl,Evan And Jaron,50,44,3,2000-11-18
45,Back Here,BBMak,42,13,30,2000-11-18
46,My Next Thirty Years,Tim McGraw,52,46,5,2000-11-18
47,Beautiful Day,U2,61,47,7,2000-11-18
48,Without You,Dixie Chicks,49,48,7,2000-11-18
49,Go On,George Strait,46,40,13,2000-11-18
50,Higher,Creed,47,7,55,2000-11-18
51,It's My Life,Bon Jovi,44,33,15,2000-11-18
52,Feels Like Love,Vince Gill,53,52,12,2000-11-18
53,Bounce With Me,Lil Bow Wow Featuring Xscape,40,20,14,2000-11-18
54,Just Friends (Sunny),Musiq,54,54,6,2000-11-18
55,Born To Fly,Sara Evans,57,55,5,2000-11-18
56,My First Love,Avant Featuring KeKe Wyatt,62,56,3,2000-11-18
57,Stan,Eminem Featuring Dido,67,57,3,2000-11-18
58,I Lost It,Kenny Chesney,58,58,5,2000-11-18
59,www.memory,Alan Jackson,59,59,3,2000-11-18
60,Pop Ya Collar,Usher,64,60,3,2000-11-18
61,Open My Heart,Yolanda Adams,68,57,13,2000-11-18
62,Girls Dem Sugar,Beenie Man Featuring Mya,56,56,5,2000-11-18
63,There You Are,Martina McBride,63,60,11,2000-11-18
64,Last Resort,Papa Roach,66,60,17,2000-11-18
65,Who Let The Dogs Out,Baha Men,51,40,18,2000-11-18
66,That Other Woman,Changing Faces,65,64,8,2000-11-18
67,Loser,3 Doors Down,69,67,5,2000-11-18
68,Kiss This,Aaron Tippin,60,42,13,2000-11-18
69,Hemorrhage (In My Hands),Fuel,70,69,4,2000-11-18
70,You Should've Told Me,Kelly Price,75,70,9,2000-11-18
71,That's The Kind Of Mood I'm In,Patty Loveless,73,71,10,2000-11-18
72,Again,Lenny Kravitz,,72,1,2000-11-18
73,Rollin',Limp Bizkit,77,73,2,2000-11-18
74,Bad Boyz,Shyne Featuring Barrington Levy,78,57,11,2000-11-18
75,Tell Her,Lonestar,,75,1,2000-11-18
76,My Baby You,Marc Anthony,76,70,10,2000-11-18
77,Can't Fight The Moonlight,LeAnn Rimes,79,71,11,2000-11-18
78,Californication,Red Hot Chili Peppers,71,69,17,2000-11-18
79,Just Be A Man About It,Toni Braxton,72,32,17,2000-11-18
80,Sleepwalker,The Wallflowers,74,73,4,2000-11-18
81,No More (Baby I'ma Do Right),3LW,85,81,3,2000-11-18
82,You Won't Be Lonely Now,Billy Ray Cyrus,80,80,9,2000-11-18
83,What Means The World To You,Cam'ron,84,83,6,2000-11-18
84,My Love Goes On And On,Chris Cagle,87,84,5,2000-11-18
85,I Will...But,SHeDAISY,81,43,19,2000-11-18
86,Aaron's Party (Come Get It),Aaron Carter,83,35,13,2000-11-18
87,Meanwhile Back At The Ranch,The Clark Family Experience,,87,1,2000-11-18
88,Summer Rain,Carl Thomas,82,80,9,2000-11-18
89,The Light,Common,86,44,16,2000-11-18
90,Straight Up,Chante Moore,97,90,4,2000-11-18
91,Oklahoma,Billy Gilman,94,91,2,2000-11-18
92,Do You,Funkmaster Flex Featuring DMX,92,92,2,2000-11-18
93,Deep Inside Of You,Third Eye Blind,95,69,12,2000-11-18
94,Hey Papi,Jay-Z Featuring Memphis Bleek & Amil,88,76,15,2000-11-18
95,Where I Wanna Be,Damizza Presents Shade Sheist Featuring Nate Dogg & Kurupt,96,95,2,2000-11-18
96,Change Your Mind,Sister Hazel,98,59,19,2000-11-18
97,Don't Call Me Baby,Madison Avenue,90,88,20,2000-11-18
98,Souljas,Master P,,98,1,2000-11-18
99,Treat Her Like A Lady,Joe,89,63,16,2000-11-18
100,It's Always Somethin',Joe Diffie,99,57,14,2000-11-18
1,With Arms Wide Open,Creed,3,1,27,2000-11-11
2,Music,Madonna,2,1,14,2000-11-11
3,Kryptonite,3 Doors Down,4,3,32,2000-11-11
4,Come On Over Baby (All I Want Is You),Christina Aguilera,1,1,15,2000-11-11
5,Independent Women Part I,Destiny's Child,7,5,8,2000-11-11
6,Most Girls,P!nk,5,5,14,2000-11-11
7,This I Promise You,'N Sync,6,6,7,2000-11-11
8,Gotta Tell You,Samantha Mumba,9,8,10,2000-11-11
9,Case Of The Ex (Whatcha Gonna Do),Mya,10,9,13,2000-11-11
10,"Jumpin', Jumpin'",Destiny's Child,8,3,27,2000-11-11
11,The Way You Love Me,Faith Hill,12,11,28,2000-11-11
12,Shape Of My Heart,Backstreet Boys,15,12,5,2000-11-11
13,Shake Ya Ass,Mystikal,13,13,14,2000-11-11
14,Between Me And You,Ja Rule Featuring Christina Milian,16,14,9,2000-11-11
15,Bag Lady,Erykah Badu,11,6,13,2000-11-11
16,She Bangs,Ricky Martin,18,16,6,2000-11-11
17,Incomplete,Sisqo,14,1,21,2000-11-11
18,No More,Ruff Endz,21,5,20,2000-11-11
19,(Hot S**t) Country Grammar,Nelly,17,7,29,2000-11-11
20,Bent,matchbox twenty,20,1,29,2000-11-11
21,Dance With Me,Debelah Morgan,24,21,16,2000-11-11
22,I Wish,R. Kelly,27,22,7,2000-11-11
23,You're A God,Vertical Horizon,23,23,12,2000-11-11
24,Liar,Profyle,19,14,9,2000-11-11
25,Pinch Me,Barenaked Ladies,26,25,10,2000-11-11
26,E.I.,Nelly,32,26,6,2000-11-11
27,Don't Think I'm Not,Kandi,29,24,15,2000-11-11
28,Best Of Intentions,Travis Tritt,31,28,13,2000-11-11
29,Give Me Just One Night (Una Noche),98 Degrees,22,2,13,2000-11-11
30,If You're Gone,matchbox twenty,38,30,4,2000-11-11
31,Faded,SoulDecision Featuring Thrust,34,22,19,2000-11-11
32,He Loves U Not,Dream,42,32,7,2000-11-11
33,What's Your Fantasy,Ludacris Featuring Shawnna,40,33,7,2000-11-11
34,He Wasn't Man Enough,Toni Braxton,33,2,35,2000-11-11
35,I Just Wanna Love U (Give It 2 Me),JAY-Z,45,35,3,2000-11-11
36,Wonderful,Everclear,28,11,19,2000-11-11
37,Doesn't Really Matter,Janet,25,1,22,2000-11-11
38,The Little Girl,John Michael Montgomery,35,35,10,2000-11-11
39,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",57,39,2,2000-11-11
40,Bounce With Me,Lil Bow Wow Featuring Xscape,36,20,13,2000-11-11
41,I Need You,LeAnn Rimes,30,11,25,2000-11-11
42,Back Here,BBMak,37,13,29,2000-11-11
43,Just Another Day In Paradise,Phil Vassar,46,43,7,2000-11-11
44,It's My Life,Bon Jovi,39,33,14,2000-11-11
45,We Danced,Brad Paisley,52,45,5,2000-11-11
46,Go On,George Strait,44,40,12,2000-11-11
47,Higher,Creed,43,7,54,2000-11-11
48,911,Wyclef Jean Featuring Mary J. Blige,53,48,6,2000-11-11
49,Without You,Dixie Chicks,50,49,6,2000-11-11
50,Crazy For This Girl,Evan And Jaron,58,50,2,2000-11-11
51,Who Let The Dogs Out,Baha Men,41,40,17,2000-11-11
52,My Next Thirty Years,Tim McGraw,56,52,4,2000-11-11
53,Feels Like Love,Vince Gill,54,53,11,2000-11-11
54,Just Friends (Sunny),Musiq,55,54,5,2000-11-11
55,Ms. Jackson,OutKast,,55,1,2000-11-11
56,Girls Dem Sugar,Beenie Man Featuring Mya,63,56,4,2000-11-11
57,Born To Fly,Sara Evans,64,57,4,2000-11-11
58,I Lost It,Kenny Chesney,61,58,4,2000-11-11
59,www.memory,Alan Jackson,75,59,2,2000-11-11
60,Kiss This,Aaron Tippin,51,42,12,2000-11-11
61,Beautiful Day,U2,69,61,6,2000-11-11
62,My First Love,Avant Featuring KeKe Wyatt,70,62,2,2000-11-11
63,There You Are,Martina McBride,60,60,10,2000-11-11
64,Pop Ya Collar,Usher,68,64,2,2000-11-11
65,That Other Woman,Changing Faces,76,64,7,2000-11-11
66,Last Resort,Papa Roach,62,60,16,2000-11-11
67,Stan,Eminem Featuring Dido,78,67,2,2000-11-11
68,Open My Heart,Yolanda Adams,66,57,12,2000-11-11
69,Loser,3 Doors Down,72,69,4,2000-11-11
70,Hemorrhage (In My Hands),Fuel,74,70,3,2000-11-11
71,Californication,Red Hot Chili Peppers,77,69,16,2000-11-11
72,Just Be A Man About It,Toni Braxton,65,32,16,2000-11-11
73,That's The Kind Of Mood I'm In,Patty Loveless,81,73,9,2000-11-11
74,Sleepwalker,The Wallflowers,73,73,3,2000-11-11
75,You Should've Told Me,Kelly Price,79,75,8,2000-11-11
76,My Baby You,Marc Anthony,80,70,9,2000-11-11
77,Rollin',Limp Bizkit,,77,1,2000-11-11
78,Bad Boyz,Shyne Featuring Barrington Levy,71,57,10,2000-11-11
79,Can't Fight The Moonlight,LeAnn Rimes,83,71,10,2000-11-11
80,You Won't Be Lonely Now,Billy Ray Cyrus,85,80,8,2000-11-11
81,I Will...But,SHeDAISY,86,43,18,2000-11-11
82,Summer Rain,Carl Thomas,84,80,8,2000-11-11
83,Aaron's Party (Come Get It),Aaron Carter,67,35,12,2000-11-11
84,What Means The World To You,Cam'ron,91,84,5,2000-11-11
85,No More (Baby I'ma Do Right),3LW,96,85,2,2000-11-11
86,The Light,Common,82,44,15,2000-11-11
87,My Love Goes On And On,Chris Cagle,94,87,4,2000-11-11
88,Hey Papi,Jay-Z Featuring Memphis Bleek & Amil,93,76,14,2000-11-11
89,Treat Her Like A Lady,Joe,90,63,15,2000-11-11
90,Don't Call Me Baby,Madison Avenue,92,88,19,2000-11-11
91,Let's Make Love,Faith Hill With Tim McGraw,88,54,14,2000-11-11
92,Do You,Funkmaster Flex Featuring DMX,,92,1,2000-11-11
93,Country Comes To Town,Toby Keith,95,54,15,2000-11-11
94,Oklahoma,Billy Gilman,,94,1,2000-11-11
95,Deep Inside Of You,Third Eye Blind,97,69,11,2000-11-11
96,Where I Wanna Be,Damizza Presents Shade Sheist Featuring Nate Dogg & Kurupt,,96,1,2000-11-11
97,Straight Up,Chante Moore,98,97,3,2000-11-11
98,Change Your Mind,Sister Hazel,100,59,18,2000-11-11
99,It's Always Somethin',Joe Diffie,,57,13,2000-11-11
100,What You Want,DMX Featuring Sisqo,99,49,20,2000-11-11
1,Come On Over Baby (All I Want Is You),Christina Aguilera,1,1,14,2000-11-04
2,Music,Madonna,2,1,13,2000-11-04
3,With Arms Wide Open,Creed,3,3,26,2000-11-04
4,Kryptonite,3 Doors Down,4,4,31,2000-11-04
5,Most Girls,P!nk,5,5,13,2000-11-04
6,This I Promise You,'N Sync,11,6,6,2000-11-04
7,Independent Women Part I,Destiny's Child,15,7,7,2000-11-04
8,"Jumpin', Jumpin'",Destiny's Child,6,3,26,2000-11-04
9,Gotta Tell You,Samantha Mumba,10,9,9,2000-11-04
10,Case Of The Ex (Whatcha Gonna Do),Mya,17,10,12,2000-11-04
11,Bag Lady,Erykah Badu,8,6,12,2000-11-04
12,The Way You Love Me,Faith Hill,16,12,27,2000-11-04
13,Shake Ya Ass,Mystikal,13,13,13,2000-11-04
14,Incomplete,Sisqo,9,1,20,2000-11-04
15,Shape Of My Heart,Backstreet Boys,24,15,4,2000-11-04
16,Between Me And You,Ja Rule Featuring Christina Milian,22,16,8,2000-11-04
17,(Hot S**t) Country Grammar,Nelly,12,7,28,2000-11-04
18,She Bangs,Ricky Martin,21,18,5,2000-11-04
19,Liar,Profyle,14,14,8,2000-11-04
20,Bent,matchbox twenty,19,1,28,2000-11-04
21,No More,Ruff Endz,23,5,19,2000-11-04
22,Give Me Just One Night (Una Noche),98 Degrees,7,2,12,2000-11-04
23,You're A God,Vertical Horizon,26,23,11,2000-11-04
24,Dance With Me,Debelah Morgan,31,24,15,2000-11-04
25,Doesn't Really Matter,Janet,20,1,21,2000-11-04
26,Pinch Me,Barenaked Ladies,29,26,9,2000-11-04
27,I Wish,R. Kelly,32,27,6,2000-11-04
28,Wonderful,Everclear,18,11,18,2000-11-04
29,Don't Think I'm Not,Kandi,28,24,14,2000-11-04
30,I Need You,LeAnn Rimes,25,11,24,2000-11-04
31,Best Of Intentions,Travis Tritt,33,31,12,2000-11-04
32,E.I.,Nelly,38,32,5,2000-11-04
33,He Wasn't Man Enough,Toni Braxton,37,2,34,2000-11-04
34,Faded,SoulDecision Featuring Thrust,30,22,18,2000-11-04
35,The Little Girl,John Michael Montgomery,35,35,9,2000-11-04
36,Bounce With Me,Lil Bow Wow Featuring Xscape,27,20,12,2000-11-04
37,Back Here,BBMak,36,13,28,2000-11-04
38,If You're Gone,matchbox twenty,43,38,3,2000-11-04
39,It's My Life,Bon Jovi,34,33,13,2000-11-04
40,What's Your Fantasy,Ludacris Featuring Shawnna,49,40,6,2000-11-04
41,Who Let The Dogs Out,Baha Men,44,40,16,2000-11-04
42,He Loves U Not,Dream,47,42,6,2000-11-04
43,Higher,Creed,39,7,53,2000-11-04
44,Go On,George Strait,40,40,11,2000-11-04
45,I Just Wanna Love U (Give It 2 Me),JAY-Z,58,45,2,2000-11-04
46,Just Another Day In Paradise,Phil Vassar,53,46,6,2000-11-04
47,Breathe,Faith Hill,48,2,53,2000-11-04
48,Absolutely (Story Of A Girl),Nine Days,41,6,27,2000-11-04
49,Desert Rose,Sting Featuring Cheb Mami,42,17,26,2000-11-04
50,Without You,Dixie Chicks,56,50,5,2000-11-04
51,Kiss This,Aaron Tippin,46,42,11,2000-11-04
52,We Danced,Brad Paisley,52,52,4,2000-11-04
53,911,Wyclef Jean Featuring Mary J. Blige,61,53,5,2000-11-04
54,Feels Like Love,Vince Gill,54,54,10,2000-11-04
55,Just Friends (Sunny),Musiq,65,55,4,2000-11-04
56,My Next Thirty Years,Tim McGraw,62,56,3,2000-11-04
57,It Wasn't Me,"Shaggy Feat. Ricardo ""RikRok"" Ducent",,57,1,2000-11-04
58,Crazy For This Girl,Evan And Jaron,,58,1,2000-11-04
59,That's The Way,Jo Dee Messina,51,25,20,2000-11-04
60,There You Are,Martina McBride,60,60,9,2000-11-04
61,I Lost It,Kenny Chesney,67,61,3,2000-11-04
62,Last Resort,Papa Roach,66,60,15,2000-11-04
63,Girls Dem Sugar,Beenie Man Featuring Mya,72,63,3,2000-11-04
64,Born To Fly,Sara Evans,71,64,3,2000-11-04
65,Just Be A Man About It,Toni Braxton,63,32,15,2000-11-04
66,Open My Heart,Yolanda Adams,59,57,11,2000-11-04
